,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,S07,-87.0,-200,-89.0,-85.3606,-81.0,-85.0,-76.00023999999999,-84.0,-85.0,-89.86994,-200,-200,-200,-200,-77.0,-55.0,-69.29178,-80.0,-68.90069,-200,-78.0,-80.641175
1,1,S07,-88.33185,-200,-88.39901499999999,-85.3606,-79.498505,-81.5993925,-76.0,-84.0,-83.498505,-89.86994,-200,-200,-200,-200,-77.0,-56.001,-72.0,-81.001,-67.0,-200,-78.0,-80.641175
2,2,S07,-88.001,-200,-88.39901499999999,-84.0,-78.997345,-81.5993925,-75.499504,-82.570565,-82.662895,-89.86994,-200,-200,-200,-200,-75.519645,-57.003994,-71.499504,-81.00066,-69.502495,-200,-77.532365,-80.641175
3,3,S07,-88.669556,-200,-88.39901499999999,-84.0,-84.30435,-87.002,-75.66689,-82.570565,-82.24427,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-70.99801,-79.49003,-70.00333,-200,-76.32779,-85.0
4,4,S07,-89.00449,-200,-89.74426,-84.668884,-84.30435,-84.66023,-75.750755,-84.668884,-84.5667,-89.86994,-200,-200,-200,-200,-73.99001,-55.782867,-70.746765,-80.54987,-68.90069,-200,-75.490036,-82.998
5,5,S07,-89.003586,-200,-89.99841,-85.75922,-80.00499,-84.24228,-76.00023999999999,-86.01096,-83.611565,-89.86994,-200,-200,-200,-200,-72.482056,-57.758224,-69.29178,-80.4028,-68.90069,-200,-74.986084,-82.32979
6,6,S07,-88.33185,-200,-88.39901499999999,-85.3606,-80.40876,-81.5993925,-76.81315,-87.22308,-84.3563,-89.86994,-200,-200,-200,-200,-71.574936,-58.211937,-70.393234,-80.16474,-70.505974,-200,-74.47933,-80.641175
7,7,S07,-88.33185,-200,-88.39901499999999,-85.3606,-80.8485,-86.01475,-76.84486,-82.570565,-85.32989,-89.86994,-200,-200,-200,-200,-72.15619,-58.345676,-70.1568,-79.70097,-70.60596,-200,-77.532365,-81.49153
8,8,S07,-88.66357,-200,-88.39901499999999,-84.796,-84.30435,-86.181946,-76.57451,-86.84582,-86.06321,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-70.13382,-80.54987,-71.01223,-200,-74.26254,-80.78488
9,9,S07,-88.41978,-200,-89.70408,-83.98209,-84.30435,-85.8622,-76.24155,-86.28224,-84.5667,-89.86994,-200,-200,-200,-200,-72.57293,-60.493156,-70.63384,-80.54987,-68.90069,-200,-74.22859,-79.97287
10,10,S07,-88.365486,-200,-89.35436,-83.398544,-82.18958,-85.75069,-76.00023999999999,-85.987076,-84.5667,-89.86994,-200,-200,-200,-200,-72.3695,-61.981354,-69.29178,-79.73965,-68.90069,-200,-74.20206,-79.24413
11,11,S07,-88.33185,-200,-89.081055,-85.3606,-82.81172,-81.5993925,-76.09742,-85.87249,-85.59153,-89.86994,-200,-200,-200,-200,-71.86227,-61.983517,-70.444176,-80.118126,-71.15698,-200,-74.0751,-80.641175
12,12,S07,-88.33185,-200,-88.39901499999999,-83.47633,-82.71749,-81.5993925,-75.98152,-82.570565,-85.317825,-89.86994,-200,-200,-200,-200,-71.559975,-61.985256,-70.186035,-80.105644,-71.266014,-200,-77.532365,-80.641175
13,13,S07,-89.13566,-200,-88.96688,-83.653206,-84.30435,-85.431366,-75.88616,-85.35788,-85.77274,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-69.97364,-79.90106,-71.35122,-200,-73.97064,-79.72989
14,14,S07,-89.54379,-200,-88.67862,-84.006676,-84.30435,-85.174576,-75.80622,-85.614586,-84.5667,-89.86994,-200,-200,-200,-200,-71.21409,-55.782867,-69.8858,-80.54987,-71.314125,-200,-73.88308,-79.87733
15,15,S07,-89.68527,-200,-88.25654,-85.3606,-82.85294,-84.963295,-76.00023999999999,-85.19829,-85.79324,-89.86994,-200,-200,-200,-200,-71.10456,-62.083847,-69.29178,-79.72956,-68.90069,-200,-74.39952,-79.78467
16,16,S07,-88.33185,-200,-87.98159,-85.3606,-83.15871,-81.5993925,-75.99144,-85.43484,-85.8107,-89.86994,-200,-200,-200,-200,-71.09573,-62.076283,-71.07744,-79.92125,-71.08929,-200,-74.92461,-80.641175
17,17,S07,-89.89409,-200,-88.39901499999999,-84.49182,-83.59546,-81.5993925,-76.23078,-82.570565,-85.507545,-89.86994,-200,-200,-200,-200,-71.485886,-61.985413,-70.99173,-80.08662,-70.9008,-200,-77.532365,-80.641175
18,18,S07,-88.33185,-200,-87.9035,-84.808304,-84.30435,-84.60575,-76.4396,-85.4798,-85.46928,-89.86994,-200,-200,-200,-200,-75.519645,-62.304787,-70.992355,-80.155495,-70.65589,-200,-77.532365,-79.90275
19,19,S07,-88.33185,-200,-87.75997,-85.331055,-84.30435,-84.47018,-76.5517,-85.44362,-84.5667,-89.86994,-200,-200,-200,-200,-71.67546,-55.782867,-71.208435,-80.54987,-70.4446,-200,-75.38272,-79.91152
20,20,S07,-89.980515,-200,-87.63353,-85.3606,-83.62961,-84.27367,-76.00023999999999,-85.4836,-84.5667,-89.86994,-200,-200,-200,-200,-71.483246,-62.130997,-69.29178,-80.07248,-68.90069,-200,-75.786285,-80.17227
21,21,S07,-88.33185,-200,-87.589966,-85.3606,-83.57952,-81.5993925,-77.614006,-85.58787,-85.43556,-89.86994,-200,-200,-200,-200,-71.312485,-61.90606,-71.19411,-79.92996,-70.48649,-200,-76.00728,-80.641175
22,22,S07,-88.33185,-200,-88.39901499999999,-85.62293,-83.46042,-84.02682,-77.837776,-82.570565,-85.47437,-89.86994,-200,-200,-200,-200,-71.09356,-61.706223,-71.24737,-79.802414,-71.02628,-200,-77.532365,-80.641175
23,23,S07,-88.33185,-200,-87.749245,-86.2546,-84.30435,-83.73752,-77.656876,-85.54901,-84.5667,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-71.2316,-80.54987,-72.26226,-200,-77.532365,-80.15857
24,24,S07,-89.90922,-200,-87.82898,-86.8829,-84.30435,-83.61804,-77.80143,-85.51401,-84.5667,-89.86994,-200,-200,-200,-200,-70.89635,-61.52737,-71.21731,-80.54987,-68.90069,-200,-76.0068,-80.146614
25,25,S07,-89.787506,-200,-87.83953,-85.3606,-83.57102,-83.445015,-76.00023999999999,-85.60568,-85.44302,-89.86994,-200,-200,-200,-200,-70.71767,-61.366253,-69.29178,-79.623764,-68.90069,-200,-75.94261,-80.207924
26,26,S07,-88.33185,-200,-88.02878,-85.3606,-83.46299,-81.5993925,-77.99296,-85.629295,-85.287285,-89.86994,-200,-200,-200,-200,-70.495056,-61.281963,-71.2043,-79.46189,-72.377106,-200,-75.88446,-80.641175
27,27,S07,-88.33185,-200,-88.39901499999999,-87.23477,-83.69675,-83.73539,-78.051636,-82.570565,-85.02279,-89.86994,-200,-200,-200,-200,-70.29139,-61.14532,-71.308945,-79.37436,-73.0543,-200,-77.532365,-80.05609
28,28,S07,-89.73892,-200,-88.37675,-86.88881,-84.30435,-83.9368,-78.105545,-85.650894,-84.96155,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-71.46192,-79.17773,-73.05095,-200,-75.951256,-79.920204
29,29,S07,-89.634796,-200,-88.24164,-86.577156,-84.30435,-84.06034,-78.32198,-85.5002,-84.5667,-89.86994,-200,-200,-200,-200,-70.55907,-55.782867,-72.214325,-80.54987,-73.047905,-200,-76.01237,-80.11654
30,30,S07,-89.481255,-200,-88.2282,-86.35647,-83.907326,-84.05683,-76.00023999999999,-85.305664,-84.5667,-89.86994,-200,-200,-200,-200,-70.58357,-61.136852,-69.29178,-79.28132,-68.90069,-200,-76.06851,-80.232735
31,31,S07,-88.33185,-200,-88.48799,-85.3606,-84.03643,-81.5993925,-78.358894,-85.125694,-84.78897,-89.86994,-200,-200,-200,-200,-70.60624,-61.18592,-72.36599,-79.43242,-72.69547,-200,-76.50932,-80.641175
32,32,S07,-88.33185,-200,-88.39901499999999,-86.634514,-84.15401,-81.5993925,-78.44658,-82.570565,-84.51673,-89.86994,-200,-200,-200,-200,-70.94784,-61.397896,-72.239586,-79.572205,-72.42854,-200,-77.532365,-79.9194
33,33,S07,-89.3402,-200,-88.56877,-86.8889,-84.30435,-84.11045,-78.370605,-85.1724,-84.76589,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-72.06946,-79.54163,-72.015686,-200,-76.64492,-79.63273
34,34,S07,-89.154564,-200,-88.643936,-86.952065,-84.30435,-83.937584,-78.19636,-85.3209,-84.5667,-89.86994,-200,-200,-200,-200,-70.79303,-61.53956,-71.91077,-80.54987,-68.90069,-200,-76.71732,-79.71045
35,35,S07,-88.98282,-200,-88.61065,-85.3606,-84.02848,-83.66877,-76.00023999999999,-85.459404,-85.10529,-89.86994,-200,-200,-200,-200,-70.54524,-61.56416,-69.29178,-79.98584,-68.90069,-200,-76.73217,-79.78212
36,36,S07,-88.33185,-200,-88.528564,-85.3606,-83.91316,-81.5993925,-78.03347,-85.43599,-85.09967,-89.86994,-200,-200,-200,-200,-70.211685,-61.587048,-71.813385,-79.831474,-71.68817,-200,-76.59093,-80.641175
37,37,S07,-88.33185,-200,-88.39901499999999,-87.06588,-83.80683,-83.3659,-77.88089,-82.570565,-85.041916,-89.86994,-200,-200,-200,-200,-69.89925,-61.660095,-71.722176,-79.636215,-71.38427,-200,-77.532365,-79.57621
38,38,S07,-88.876884,-200,-88.39901499999999,-87.06229,-84.30435,-83.18913,-77.787415,-82.570565,-85.03975,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-71.735985,-79.45332,-71.259056,-200,-76.866585,-79.38515
39,39,S07,-88.77832,-200,-88.45168,-86.95211,-84.30435,-82.972565,-77.7487,-85.26316,-84.5667,-89.86994,-200,-200,-200,-200,-69.90425,-55.782867,-71.65065,-80.54987,-71.81434,-200,-76.7727,-79.41744
40,40,S07,-89.04827,-200,-88.37954,-86.95463,-83.7629,-82.719154,-76.00023999999999,-85.10098,-84.884834,-89.86994,-200,-200,-200,-200,-69.81064,-61.524532,-69.29178,-79.43079,-68.90069,-200,-76.5355,-79.49926
41,41,S07,-88.33185,-200,-88.410034,-85.3606,-83.722145,-81.5993925,-78.05294,-85.04686,-84.840324,-89.86994,-200,-200,-200,-200,-69.77119,-61.397552,-71.521645,-79.409615,-71.72188,-200,-76.3617,-80.641175
42,42,S07,-88.33185,-200,-88.39901499999999,-87.00867,-83.89429,-82.53209,-78.00217,-82.570565,-84.79856,-89.86994,-200,-200,-200,-200,-75.519645,-61.2287,-71.35181,-79.487015,-71.63528,-200,-77.532365,-79.52478
43,43,S07,-89.09677,-200,-88.195404,-87.05919,-84.30435,-82.356544,-77.90642,-82.570565,-84.85762,-89.86994,-200,-200,-200,-200,-75.519645,-55.782867,-71.19151,-79.51176,-71.554,-200,-76.39277,-79.34749
44,44,S07,-88.840416,-200,-87.99308,-87.05621,-84.30435,-82.19154,-77.81594,-85.09325,-84.5667,-89.86994,-200,-200,-200,-200,-69.78223,-55.782867,-71.04005,-80.54987,-71.526764,-200,-76.3256,-79.330215
45,45,S07,-88.64955,-200,-87.80212,-85.3606,-84.00315,-82.084885,-76.00023999999999,-85.08875,-85.15656,-89.86994,-200,-200,-200,-200,-69.74481,-61.315773,-69.29178,-79.5351,-68.90069,-200,-76.31003,-79.65809
