,index,location,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022
0,0,R03,-79.22242,-72.03706,-80.942215,-78.0,-89.0,-82.687775,-80.33708,-86.0,-84.79981,-83.0,-75.0,-77.0,-56.75594,-72.0,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
1,1,R03,-79.22242,-72.03706,-79.0,-77.499504,-84.25095999999999,-82.687775,-80.33708,-85.499504,-84.79981,-80.497505,-75.0,-77.500496,-56.75594,-72.0,-89.35781,-200,-200,-200,-89.69704,-71.0,-200,-200
2,2,R03,-81.0,-72.0,-78.499504,-75.66024,-84.25095999999999,-85.0,-81.0,-85.33245,-84.79981,-77.99002,-75.66741,-79.33976,-56.0,-70.99667,-89.35781,-200,-200,-200,-89.69704,-71.0,-200,-200
3,3,R03,-80.499504,-73.001,-79.00133,-67.01482,-88.662895,-84.499504,-81.0,-80.13541000000001,-89.0,-66.604095,-76.33777,-80.26121,-55.4995,-74.19328,-89.35781,-200,-200,-200,-89.69704,-71.33444,-200,-200
4,4,R03,-80.33245,-71.99734,-81.01495,-73.98356,-88.24427,-82.99468,-79.32779,-85.248764,-86.998,-66.604095,-75.749245,-78.74262,-56.00133,-70.24228,-89.35781,-200,-200,-200,-89.69704,-71.50199,-200,-200
5,5,R03,-79.22242,-71.494514,-80.942215,-72.36777,-87.58766,-83.247765,-78.23829,-84.59125,-86.32979,-74.971596,-75.39522,-78.994,-56.75623,-71.0028,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
6,6,R03,-79.22242,-72.03706,-80.60715,-71.28713,-84.25095999999999,-82.687775,-80.33708,-83.81209,-84.79981,-73.15584,-74.81904,-79.33443,-56.75594,-71.850845,-89.35781,-200,-200,-200,-89.69704,-71.198006,-200,-200
7,7,R03,-81.25574,-70.989655,-80.334404,-70.3658,-86.97882,-83.80479,-78.79723,-83.10691,-86.49851,-72.45058,-75.66741,-79.87159,-57.007957,-72.16579,-89.775314,-200,-200,-200,-89.69704,-70.48559,-200,-200
8,8,R03,-81.60876,-70.8217,-80.13886,-67.01482,-86.68884,-83.1591,-79.00134,-80.13541000000001,-86.600006,-72.677635,-75.43173,-79.8882,-57.176308,-74.19328,-89.13463,-200,-200,-200,-89.69704,-69.53518,-200,-200
9,9,R03,-81.67515,-71.140915,-79.862236,-69.9305,-86.47042,-83.28233,-79.14769,-83.61041,-86.667885,-66.604095,-75.11723,-78.74262,-57.5901,-71.627014,-88.96836,-200,-200,-200,-89.69704,-68.819305,-200,-200
10,10,R03,-79.22242,-71.51068,-80.942215,-69.7064,-86.76407,-83.24582,-80.33708,-83.42347,-87.00964,-70.650024,-74.98754,-79.43684,-58.031105,-71.32205,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
11,11,R03,-79.22242,-72.03706,-79.762146,-69.52618,-84.25095999999999,-82.687775,-80.33708,-82.85067,-84.79981,-69.29762,-75.51693,-79.07386,-56.75594,-71.49927,-89.36045,-200,-200,-200,-89.69704,-69.652885,-200,-200
12,12,R03,-81.57621,-72.14791,-79.89288,-69.37789,-84.25095999999999,-83.1012,-78.99926,-82.37939,-86.74973,-68.6325,-75.66741,-78.87237,-58.375755,-72.228035,-89.31861,-200,-200,-200,-89.69704,-69.90078,-200,-200
13,13,R03,-81.501686,-72.765976,-80.38909,-67.01482,-86.68337,-83.40735,-79.11543,-80.13541000000001,-86.43053,-68.08525,-75.66741,-78.9741,-58.75853,-74.19328,-89.284966,-200,-200,-200,-89.69704,-70.29906,-200,-200
14,14,R03,-81.44345,-72.98303,-81.16592,-69.43401,-86.811295,-83.65925,-79.31447,-81.80388,-86.80751,-66.604095,-75.563866,-78.74262,-59.170628,-72.65853,-89.4516,-200,-200,-200,-89.69704,-70.99379,-200,-200
15,15,R03,-79.22242,-73.074776,-80.942215,-69.65066,-87.00874,-83.870415,-80.33708,-81.48272,-87.21485,-68.07756,-75.69343,-78.89185,-59.245445,-73.109505,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
16,16,R03,-80.868546,-72.03706,-80.81419,-69.5989,-87.008,-82.687775,-80.33708,-81.36476,-84.79981,-67.7333,-75.972595,-78.6618,-56.75594,-73.18034,-89.35781,-200,-200,-200,-89.69704,-70.825455,-200,-200
17,17,R03,-80.20121,-72.56189,-80.59032,-69.32753,-84.25095999999999,-84.64121,-79.08959,-80.13541000000001,-87.015045,-67.4363,-75.66741,-78.61189,-58.80258,-73.16675,-89.6815,-200,-200,-200,-89.69704,-70.68024,-200,-200
18,18,R03,-79.73199,-72.198975,-80.54581,-67.01482,-86.76871,-84.19244,-78.991295,-80.13541000000001,-86.76049,-67.93123,-76.21343,-78.85531,-58.738735,-74.19328,-89.87725,-200,-200,-200,-89.69704,-70.704346,-200,-200
19,19,R03,-79.50133,-72.25938,-80.57844,-69.51952,-86.40913,-83.42389,-78.99203,-81.03564,-86.69999,-66.604095,-76.272736,-78.74262,-58.45682,-73.513985,-89.35781,-200,-200,-200,-89.69704,-70.86927,-200,-200
20,20,R03,-79.22242,-72.38443,-80.942215,-69.41503,-86.020515,-82.818695,-79.07221,-80.88939,-86.57181,-67.505104,-76.1813,-78.93402,-58.208473,-73.89123,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
21,21,R03,-79.22242,-72.03706,-80.81373,-68.99107,-84.25095999999999,-82.687775,-80.33708,-80.828224,-84.79981,-67.05778,-76.237595,-78.87229,-56.75594,-74.16277,-89.35781,-200,-200,-200,-89.69704,-71.703445,-200,-200
22,22,R03,-78.98413,-72.22047,-80.95822,-68.60915,-85.53774,-82.96869,-79.44379,-80.13541000000001,-86.3152,-66.657425,-75.66741,-78.75294,-57.850307,-74.27989,-89.35781,-200,-200,-200,-89.69704,-72.25176,-200,-200
23,23,R03,-78.60831,-72.13981,-81.15213,-67.01482,-85.23785,-82.83858,-79.69927,-80.13541000000001,-86.01846,-66.29677,-76.948875,-78.70649,-57.72802,-74.19328,-89.35781,-200,-200,-200,-89.69704,-72.29946,-200,-200
24,24,R03,-78.42092,-72.449646,-81.019356,-68.57157,-84.840195,-82.46637,-79.65119,-80.44305,-85.75289,-66.604095,-76.82464,-78.74262,-57.745358,-74.38601,-89.35781,-200,-200,-200,-89.69704,-72.21929,-200,-200
25,25,R03,-79.22242,-72.66868,-80.942215,-68.47746,-84.85006,-82.129135,-80.33708,-80.35105,-85.83239,-66.52523,-76.83546,-78.664185,-57.761066,-74.54253,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
26,26,R03,-78.11691,-72.03706,-80.83856,-68.391365,-85.09856,-82.687775,-80.33708,-80.576164,-84.79981,-66.553665,-77.02495,-78.62548,-56.75594,-74.62746,-89.35781,-200,-200,-200,-89.69704,-71.78701,-200,-200
27,27,R03,-77.84483,-72.68852,-80.84797,-67.97119,-84.25095999999999,-82.241165,-79.74033,-81.080574,-85.53427,-66.57968,-75.66741,-78.64677,-57.89513,-74.648636,-89.35781,-200,-200,-200,-89.69704,-71.74115,-200,-200
28,28,R03,-77.59973,-72.590126,-80.91346,-67.01482,-85.500725,-82.34366,-79.82063,-80.13541000000001,-85.262764,-66.66042,-76.84867,-78.610825,-57.72642,-74.19328,-89.35781,-200,-200,-200,-89.69704,-71.64217,-200,-200
29,29,R03,-77.43935,-72.44288,-80.942215,-68.02837,-85.58595,-82.43782,-79.8317,-81.01761,-85.130905,-66.604095,-76.68673,-78.74262,-57.62828,-74.3347,-89.35781,-200,-200,-200,-89.69704,-71.3286,-200,-200
30,30,R03,-79.22242,-72.30711,-80.942215,-68.19016,-85.219925,-82.46906,-79.781906,-80.84607,-85.23716,-66.512566,-76.59299,-78.74262,-57.48221,-74.207596,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
31,31,R03,-79.22242,-72.03706,-80.80711,-68.18,-84.71797,-82.687775,-80.33708,-80.57674,-84.79981,-66.321335,-76.45182,-78.46868,-56.75594,-74.143074,-89.35781,-200,-200,-200,-89.69704,-71.36515,-200,-200
32,32,R03,-77.5328,-72.29039,-80.708725,-68.06551,-85.10703,-82.82462,-79.91116,-80.16424,-85.00167,-66.09046,-75.66741,-78.55049,-57.673725,-74.083046,-89.35781,-200,-200,-200,-89.69704,-71.34564,-200,-200
33,33,R03,-77.73484,-72.22145,-80.72429,-67.01482,-84.68128,-82.51343,-79.97306,-80.13541000000001,-84.783806,-65.98068,-76.58797,-78.62662,-57.79801,-74.19328,-89.35781,-200,-200,-200,-89.69704,-71.59007,-200,-200
34,34,R03,-77.80676,-72.36737,-80.68625,-68.062126,-84.33588,-82.22388,-79.91898,-80.36917,-84.74193,-66.604095,-76.609604,-78.74262,-57.80862,-74.285545,-89.35781,-200,-200,-200,-89.69704,-71.86976,-200,-200
35,35,R03,-79.22242,-72.81367,-80.942215,-67.75318,-84.06395,-81.95381,-79.86896,-80.50733,-84.79981,-65.6198,-76.68148,-78.439125,-58.180405,-74.22003,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
36,36,R03,-78.65115,-72.03706,-80.80586,-67.5141,-84.25095999999999,-82.687775,-80.33708,-80.6879,-84.79981,-65.28244,-76.74868,-78.31483,-56.75594,-74.10837,-89.35781,-200,-200,-200,-89.69704,-71.876396,-200,-200
37,37,R03,-78.77903,-72.56835,-80.71384,-67.38915,-84.25095999999999,-82.687775,-80.14309,-80.75477,-84.79981,-65.36883,-75.66741,-78.148094,-58.018322,-74.15269,-89.883415,-200,-200,-200,-89.69704,-71.78201,-200,-200
38,38,R03,-78.84427,-72.33857,-80.62764,-67.01482,-84.06074,-82.210976,-80.24061,-80.13541000000001,-84.808,-65.897194,-76.66073,-78.14073,-57.967102,-74.19328,-89.83702,-200,-200,-200,-89.69704,-71.54435,-200,-200
39,39,R03,-78.799934,-72.17264,-80.99404,-67.37002,-84.00802,-82.45186,-80.331566,-80.918,-84.817924,-66.604095,-76.4291,-78.74262,-58.018436,-74.04687,-89.793755,-200,-200,-200,-89.69704,-71.32096,-200,-200
40,40,R03,-79.22242,-72.26247,-80.942215,-67.49802,-83.90931,-82.6282,-80.46755,-80.872375,-84.92913,-66.14804,-76.21137,-78.232124,-58.01753,-73.94725,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
41,41,R03,-79.22242,-72.03706,-81.04349,-67.474,-83.767715,-82.687775,-80.33708,-80.82949,-84.79981,-66.384186,-76.20109,-78.2695,-56.75594,-73.94979,-89.35781,-200,-200,-200,-89.69704,-71.59735,-200,-200
42,42,R03,-78.70688,-72.006355,-80.9927,-67.4035,-84.25095999999999,-82.79395,-80.54463,-80.83779,-85.083595,-66.60678,-75.66741,-78.304726,-58.065346,-74.62172,-89.35781,-200,-200,-200,-89.69704,-71.61677,-200,-200
43,43,R03,-78.72182,-71.957825,-81.041275,-67.01482,-83.9236,-82.852646,-80.76606,-80.13541000000001,-85.12914,-66.72124,-76.52897,-78.29015,-58.11042,-74.19328,-89.85523,-200,-200,-200,-89.69704,-71.49162,-200,-200
44,44,R03,-78.73581,-71.95984,-81.0393,-67.24198,-83.87943,-83.004425,-81.121666,-80.55626,-85.17195,-66.604095,-76.31237,-78.74262,-58.24861,-74.59221,-89.91281,-200,-200,-200,-89.69704,-71.468285,-200,-200
45,45,R03,-79.22242,-71.86683,-80.942215,-67.230576,-83.83769,-83.14768,-81.310425,-80.242714,-85.35826,-66.829384,-76.06025,-78.703514,-58.141895,-74.42291,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
46,46,R03,-79.22242,-72.03706,-80.94251,-67.36026,-84.25095999999999,-82.687775,-80.33708,-80.18374,-84.79981,-66.837425,-75.96315,-78.85887,-56.75594,-74.26263,-89.35781,-200,-200,-200,-89.69704,-71.21057,-200,-200
47,47,R03,-78.59984,-71.778854,-80.75671,-67.34349,-84.25095999999999,-82.687775,-81.05432,-80.17508,-85.29276,-66.84504,-75.66741,-78.86548,-58.41798,-74.20384,-89.35781,-200,-200,-200,-89.69704,-71.15388,-200,-200
48,48,R03,-78.521194,-71.64872,-80.62762,-67.01482,-83.89246,-83.18813,-80.8126,-80.13541000000001,-85.135284,-66.85225,-75.824394,-78.54586,-58.398407,-74.19328,-89.35781,-200,-200,-200,-89.69704,-71.23982,-200,-200
49,49,R03,-78.44716,-71.47885,-80.73807,-67.28127,-83.8975,-83.17927,-80.86895,-80.21371,-85.17632,-66.604095,-75.78601,-78.74262,-58.286747,-74.10179,-89.35781,-200,-200,-200,-89.69704,-71.18241,-200,-200
50,50,R03,-79.22242,-71.36406,-80.942215,-67.26832,-83.902275,-83.12405,-80.96938,-80.157196,-85.403656,-66.859085,-75.79592,-78.65951,-58.273468,-74.09711,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
51,51,R03,-78.907845,-72.03706,-80.84281,-67.39363,-83.95311,-82.687775,-80.33708,-80.10361,-84.79981,-66.819496,-75.80532,-78.58303,-56.75594,-74.046776,-89.35781,-200,-200,-200,-89.69704,-71.496574,-200,-200
52,52,R03,-78.912254,-71.57769,-80.942215,-67.74115,-84.25095999999999,-82.687775,-81.06447,-80.14491,-85.24427,-66.87366,-75.66741,-78.510414,-57.938297,-74.04464,-89.35781,-200,-200,-200,-89.69704,-71.565544,-200,-200
53,53,R03,-79.0588,-71.68881,-81.128365,-67.01482,-83.90919,-83.21138,-81.20113,-80.13541000000001,-85.139786,-67.29063,-75.40137,-78.62416,-57.57412,-74.19328,-89.35781,-200,-200,-200,-89.69704,-71.58539,-200,-200
54,54,R03,-79.15028,-71.840096,-81.16819,-67.75293,-84.005104,-83.20159,-81.33074,-80.275894,-85.17962,-66.604095,-75.15459,-78.74262,-57.319447,-73.99709,-89.35781,-200,-200,-200,-89.69704,-71.78634,-200,-200
55,55,R03,-79.22242,-72.03706,-80.942215,-67.71877,-84.233315,-83.10014,-80.33708,-80.26328,-85.309586,-67.413956,-75.14755,-78.74262,-57.35042,-74.04259,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
56,56,R03,-79.22242,-72.03706,-81.11501,-67.41495,-84.25095999999999,-82.687775,-80.33708,-80.20578,-84.79981,-67.349815,-75.23159,-78.68679,-56.75594,-73.76933,-89.35781,-200,-200,-200,-89.69704,-71.47849,-200,-200
57,57,R03,-79.19007,-71.847374,-81.109795,-66.94532,-84.25095999999999,-83.41668,-81.63807,-80.060356,-85.20363,-67.19833,-75.66741,-78.610275,-57.561337,-73.32881,-89.35781,-200,-200,-200,-89.69704,-71.185524,-200,-200
58,58,R03,-79.08811,-71.71821,-81.104836,-67.01482,-84.31373,-83.58039,-81.7923,-80.13541000000001,-85.10295,-67.36976,-75.13068,-79.08011,-57.581173,-74.19328,-89.909546,-200,-200,-200,-89.69704,-70.9066,-200,-200
59,59,R03,-78.945114,-71.59529,-81.1452,-66.857834,-84.39022,-83.736046,-81.80179,-80.23852,-84.96171,-66.604095,-75.0797,-78.74262,-57.509872,-73.35899,-89.680984,-200,-200,-200,-89.69704,-70.64095,-200,-200
60,60,R03,-79.22242,-71.43317,-80.942215,-66.63988,-84.372574,-83.838745,-80.33708,-80.36304,-84.782,-67.08328,-75.031136,-79.21177,-57.531914,-73.43262,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
61,61,R03,-79.22242,-72.03706,-81.13867,-66.297844,-84.25095999999999,-82.687775,-80.33708,-80.43665,-84.79981,-66.76547,-75.07461,-79.337166,-56.75594,-73.547554,-89.35781,-200,-200,-200,-89.69704,-70.70193,-200,-200
62,62,R03,-78.71724,-71.36871,-81.08758,-65.97178,-84.25095999999999,-82.687775,-81.674255,-80.50679,-84.6562,-66.507355,-75.66741,-79.322044,-57.283714,-74.19328,-89.695755,-200,-200,-200,-89.69704,-70.58097,-200,-200
63,63,R03,-78.59258,-71.35217,-81.03889,-67.01482,-84.44595,-83.80082,-81.55295,-80.13541000000001,-84.62661,-66.30597,-75.11604,-79.218094,-57.136703,-74.19328,-89.75586,-200,-200,-200,-89.69704,-70.24225,-200,-200
64,64,R03,-78.839645,-71.2021,-81.08183,-65.83924,-84.15605,-83.584335,-81.4375,-80.61841,-84.41853,-66.604095,-75.20022,-78.74262,-57.085915,-74.407646,-89.58356,-200,-200,-200,-89.69704,-70.00845,-200,-200
65,65,R03,-79.22242,-71.05904,-80.942215,-65.757355,-83.879845,-83.10831,-81.46287,-80.63546,-84.26515,-66.60451,-75.414276,-79.20835,-57.260475,-74.478546,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
66,66,R03,-79.25661,-72.03706,-81.43497,-65.8126,-84.15384,-82.687775,-80.33708,-80.69632,-84.79981,-66.622116,-75.48488,-79.15446,-56.75594,-74.54619,-89.51121,-200,-200,-200,-89.69704,-70.09713,-200,-200
67,67,R03,-79.47178,-71.0118,-81.50465,-65.77652,-84.25095999999999,-83.41752,-81.62195,-81.02151,-84.29805,-66.59446,-75.66741,-79.01401,-57.293404,-74.78831,-89.62449,-200,-200,-200,-89.69704,-70.181725,-200,-200
68,68,R03,-79.85744,-71.05579,-81.57112,-67.01482,-84.0576,-83.488365,-81.81838,-80.13541000000001,-84.37409,-67.10079,-75.507774,-78.79111,-57.235905,-74.19328,-89.77761,-200,-200,-200,-89.69704,-70.26244,-200,-200
69,69,R03,-80.044235,-71.23113,-81.67895,-65.830765,-84.05504,-83.600586,-81.96082,-81.10947,-84.4466,-66.604095,-75.57402,-78.74262,-57.136646,-74.79769,-89.74245,-200,-200,-200,-89.69704,-70.29514,-200,-200
70,70,R03,-80.31209,-71.26527,-80.942215,-65.971115,-84.319725,-83.97519,-81.873215,-81.28218,-84.382195,-66.604095,-75.5929,-78.74262,-57.21926,-74.85094,-89.35781,-200,-200,-200,-89.69704,-70.66555,-200,-200
